timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
1,-36.07,520.94,28.93,-0.26,-0.28,0.60,n,1715785426025.0
13,-38.88,446.90,33.63,-0.55,-0.29,0.46,n,1715785426325.0
25,-39.18,348.88,50.84,-0.92,-0.30,0.36,n,1715785426325.0
37,-30.03,237.85,37.35,-1.21,-0.38,0.35,n,1715785426325.0
49,-7.69,118.53,32.90,-1.16,-0.33,0.43,n,1715785426326.0
61,2.50,1.34,22.64,-1.24,-0.22,0.53,n,1715785426326.0
73,-1.59,-117.55,6.96,-1.27,-0.11,0.52,n,1715785426326.0
85,-11.60,-239.81,-6.96,-1.03,-0.13,0.60,n,1715785426326.0
97,-24.17,-337.89,-13.37,-0.85,-0.15,0.53,n,1715785426326.0
109,-27.95,-420.84,-20.69,-0.68,-0.18,0.58,n,1715785426326.0
121,-24.90,-484.37,-23.19,-0.44,-0.23,0.68,n,1715785426326.0
133,-19.47,-517.09,-17.09,-0.24,-0.27,0.81,n,1715785426326.0
145,-14.59,-525.09,-13.37,-0.08,-0.27,0.98,n,1715785426326.0
157,-9.70,-502.75,-8.48,0.11,-0.20,1.11,n,1715785426326.0
169,-12.33,-435.24,-4.64,0.29,-0.14,1.22,n,1715785426326.0
181,-11.47,-327.70,-4.88,0.54,-0.18,1.29,n,1715785426326.0
193,1.10,-171.94,-7.57,0.97,-0.16,1.36,n,1715785426326.0
205,8.97,20.26,-7.20,0.92,-0.17,1.30,n,1715785426326.0
217,3.85,183.29,4.39,0.41,-0.25,1.15,n,1715785426326.0
229,4.39,278.93,10.74,0.23,-0.26,1.00,n,1715785426326.0
241,9.89,342.16,11.11,0.13,-0.27,1.05,n,1715785426326.0
265,13.31,429.20,16.17,0.01,-0.36,1.01,n,1715785426326.0
277,15.32,449.22,18.13,-0.06,-0.30,0.90,n,1715785426326.0
289,11.05,436.77,17.88,-0.22,-0.25,0.75,n,1715785426326.0
301,2.99,396.67,19.53,-0.48,-0.27,0.58,n,1715785426371.0
314,0.18,315.49,22.89,-0.90,-0.31,0.33,n,1715785426371.0
326,1.28,187.50,23.56,-1.45,-0.32,0.17,n,1715785426371.0
338,13.12,10.93,14.89,-1.73,-0.32,0.12,n,1715785426371.0
350,22.64,-185.42,-7.93,-1.50,-0.23,0.27,n,1715785426417.0
362,18.74,-362.49,-31.80,-0.91,-0.13,0.50,n,1715785426417.0
374,1.28,-474.61,-47.55,-0.37,-0.10,0.63,n,1715785426417.0
386,-10.19,-515.56,-55.11,-0.00,-0.21,0.72,n,1715785426417.0
398,-4.88,-510.68,-51.88,0.26,-0.30,0.80,n,1715785426464.0
410,1.83,-474.12,-33.02,0.27,-0.34,0.93,n,1715785426464.0
422,6.53,-427.31,-23.56,0.21,-0.27,1.08,n,1715785426464.0
434,7.45,-370.18,-13.98,0.24,-0.23,1.25,n,1715785426464.0
446,8.79,-277.10,-5.68,0.45,-0.21,1.43,n,1715785426515.0
458,5.80,-143.74,-3.60,0.56,-0.13,1.45,n,1715785426515.0
470,3.66,-4.58,-5.07,0.61,-0.13,1.37,n,1715785426515.0
482,1.28,113.71,-10.25,0.42,-0.12,1.26,n,1715785426515.0
